Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: UIDAI),1000,1000000
17/04/2020,Karnataka,17594,359,14606,,,,,,,9864,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/17-04-2020(English).pdf,,2.04%,0.2673941457,267.3941457,,,
18/04/2020,Karnataka,19186,384,15658,,,,,,,6366,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/18-04-2020-05-00PM-English.pdf,,2.00%,0.29158941,291.58941,,,
19/04/2020,Karnataka,21367,390,17662,,,,,,,4609,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/19-04-2020-05-00-English.pdf,,1.83%,0.3247363142,324.7363142,,,
20/04/2020,Karnataka,23460,408,19497,,,,,,,3564,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/20-04-2020(English).pdf,,1.74%,0.3565457917,356.5457917,,,
21/04/2020,Karnataka,26233,418,22222,,,,,,,3802,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/21-04-2020-05-00-English.pdf,,1.59%,0.3986899298,398.6899298,,,
22/04/2020,Karnataka,29512,427,25424,,,,,,,4898,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/22-04-2020-05-00-English.pdf,,1.45%,0.4485242713,448.5242713,,,
23/04/2020,Karnataka,32122,445,28174,,,,,,,5944,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/23-04-2020-05-00-English.pdf,,1.39%,0.4881911304,488.1911304,,,
24/04/2020,Karnataka,35958,474,31914,,,,,,,5943,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/24-04-2020-05-00-English.pdf,,1.32%,0.5464907748,546.4907748,,,
25/04/2020,Karnataka,39083,500,34888,,,,,,,8731,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/25-04-2020%20-%2005-00%20-%20English.pdf,,1.28%,0.5939846196,593.9846196,,,
26/04/2020,Karnataka,42964,503,38207,,,,,,,8486,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/26-04-2020%20-%2005-00%20-%20English.pdf,,1.17%,0.6529681753,652.9681753,,,
27/04/2020,Karnataka,45685,512,43791,,,,,,,8011,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/27-04-2020%20-%2005-00%20-%20English.pdf,,1.12%,0.6943220159,694.3220159,,,
28/04/2020,Karnataka,50512,523,48508,,,,,,,8252,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/28-04-2020%20-%2005-00%20-%20English.pdf,,,0.7676829083,767.6829083,,,
29/04/2020,Karnataka,55404,535,53241,,,,,,,21852,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/Revised%20-%2029-04-2020%20-%2005-00%20-%20English.pdf,,,,,,,
30/04/2020,Karnataka,60156,565,57548,,,,,,,26088,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/30-04-2020%2005-00%20English.pdf,,,,,,,
01/05/2020,Karnataka,64898,589,61855,,,,,,,34202,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/01-05-2020%2005-00%20English.pdf,,,,,,,
02/05/2020,Karnataka,69730,601,66475,,,,,,,43397,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/02-05-2020%2005-00%20English.pdf,,,,,,,
03/05/2020,Karnataka,74898,614,70998,,,,,,,53709,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/03-05-2020%2005-00%20English.pdf,,,,,,,
01/04/2020,Kerala,7965,265,7256,444,622,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.33%,0.2267615658,226.7615658,35125000,,
02/04/2020,Kerala,8456,286,7622,548,643,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.38%,0.2407402135,240.7402135,,,
03/04/2020,Kerala,9139,295,8126,718,706,,,,,,https://dashboard.kerala.gov.in/,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.23%,0.2601850534,260.1850534,,,
04/02/2020,Kerala,9744,306,8586,852,734,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.14%,0.2774092527,277.4092527,,,
05/04/2020,Kerala,10221,314,9300,607,776,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.07%,0.2909893238,290.9893238,,,
06/04/2020,Kerala,10716,327,9607,782,795,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.05%,0.3050818505,305.0818505,,,
07/04/2020,Kerala,11232,336,10250,646,752,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.99%,0.319772242,319.772242,,,
08/04/2020,Kerala,11986,354,10906,735,749,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.95%,0.3412384342,341.2384342,,,
09/04/2020,Kerala,12710,258,11469,884,723,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-9.pdf,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.03%,0.3618505338,361.8505338,,,
09/04/2020,Kerala,12710,357,11469,884,723,,,,,,https://twitter.com/vijayanpinarayi/status/1248267225825308677,https://dashboard.kerala.gov.in/,2.81%,0.3618505338,361.8505338,,,
10/04/2020,Kerala,13339,364,12335,640,730,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-10.pdf,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.73%,0.3797580071,379.7580071,,,
11/04/2020,Kerala,14163,373,12818,972,814,,,,,,https://dashboard.kerala.gov.in/quarantine-view-public.php,https://dashboard.kerala.gov.in/testing-view-public.php,2.63%,0.4032170819,403.2170819,,,
12/04/2020,Kerala,14989,375,13802,812,,,,,,,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-12.pdf,https://dashboard.kerala.gov.in/testing-view-public.php,2.50%,0.4267330961,426.7330961,,,
13/04/2020,Kerala,15683,378,14829,476,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-13.pdf,2.41%,0.4464911032,446.4911032,,,
14/04/2020,Kerala,16235,386,15488,361,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-14.pdf,2.38%,0.4622064057,462.2064057,,,
15/04/2020,Kerala,16475,387,16002,86,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.35%,0.4690391459,469.0391459,,,
16/04/2020,Kerala,17400,394,16459,547,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.26%,0.4953736655,495.3736655,,,
17/04/2020,Kerala,18029,395,17279,355,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.19%,0.5132811388,513.2811388,,,
18/04/2020,Kerala,18774,399,17763,612,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.13%,0.5344911032,534.4911032,,,
19/04/2020,Kerala,19351,401,18547,403,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.5509181495,550.9181495,,,
20/04/2020,Kerala,19756,408,19074,274,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.5624483986,562.4483986,,,
21/04/2020,Kerala,20252,426,19442,384,442,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.576569395,576.569395,,,
22/04/2020,Kerala,20821,437,19998,386,346,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.5927686833,592.7686833,,,
23/04/2020,Kerala,21334,447,20326,561,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.10%,0.6073736655,607.3736655,,,
24/04/2020,Kerala,21940,450,20830,660,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.05%,0.6246263345,624.6263345,,,
25/04/2020,Kerala,22360,457,21475,428,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.04%,0.6365836299,636.5836299,,,
26/04/2020,Kerala,22954,468,21997,489,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.04%,0.6534946619,653.4946619,,,
27/04/2020,Kerala,23271,481,22537,253,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.07%,0.662519573,662.519573,,,
28/04/2020,Kerala,23980,485,23277,218,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,2.02%,0.6827046263,682.7046263,,,
29/04/2020,Kerala,24952,495,23880,577,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,1.98%,0.7103772242,710.3772242,,,
30/04/2020,Kerala,25973,497,25135,341,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,,,,,,
01/05/2020,Kerala,27150,497,26225,428,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,https://www.mohfw.gov.in/,,,,,,
02/05/2020,Kerala,31183,499,30358,326,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,,,,,,
03/05/2020,Kerala,32217,499,31611,107,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,,,,,,
13/04/2020,Ladakh,618,17,,,,,,,,,http://newsonair.com/News?title=Ladakh-well-ahead-of-all-states-and-UTs-in-testing-suspects-for-COVID-19&id=385511,,2.75%,2.109215017,2109.215017,293000,,
14/04/2020,Ladakh,760,17,615,69,,,,,,,https://twitter.com/DIPR_Leh/status/1250016972072292353?s=09,,2.24%,2.593856655,2593.856655,,,
15/04/2020,Ladakh,820,18,657,86,154,,,,,,https://twitter.com/ladags/status/1250457259299110914?s=19,,2.20%,2.798634812,2798.634812,,,
16/04/2020,Ladakh,917,18,695,145,157,,,,,,https://twitter.com/ladags/status/1250757796007567360?s=19,,1.96%,3.129692833,3129.692833,,,
19/04/2020,Ladakh,991,18,797,117,157,,154,,,,https://twitter.com/ladags/status/1251890558810812422?s=19,,1.82%,3.38225256,3382.25256,,,
21/04/2020,Ladakh,1137,18,896,164,154,,137,,,,https://twitter.com/ladags/status/1252646578688389121?s=09,,1.58%,3.880546075,3880.546075,,,
29/04/2020,Ladakh,1949,22,1299,556,647,,137,,,,https://mobile.twitter.com/ladags/status/1255549292908998656?s=19,,1.13%,6.651877133,6651.877133,,,
30/04/2020,Ladakh,2245,22,1384,767,704,,137,,,,https://twitter.com/ladags/status/1255848872120684544?s=09,,0.98%,7.662116041,7662.116041,,,
01/05/2020,Ladakh,2430,22,1545,791,704,,137,,,,https://twitter.com/ladags/status/1256179569242980354?s=19,,0.91%,8.293515358,8293.515358,,,
02/05/2020,Ladakh,2434,23,1618,721,724,,137,,,,https://twitter.com/ladags/status/1256557472254267393,,0.94%,8.307167235,8307.167235,,,
03/05/2020,Ladakh,2434,41,1674,647,714,,137,,,,https://mobile.twitter.com/ladags/status/1256820308763238401,,1.68%,8.307167235,8307.167235,,,
05/04/2020,Madhya Pradesh,2812,193,1954,665,,,,,,,https://twitter.com/JansamparkMP/status/1246841187073273857,,6.86%,0.03419593346,34.19593346,82232000,,
07/04/2020,Madhya Pradesh,3770,290,3125,355,,,9492,1598,993,,https://twitter.com/JansamparkMP/status/1247554866043473920,,7.69%,0.04584589941,45.84589941,,,
08/04/2020,Madhya Pradesh,4056,341,3443,272,,,,,,,https://twitter.com/JansamparkMP/status/1247907281703862272/photo/2,,8.41%,0.04932386419,49.32386419,,,
09/04/2020,Madhya Pradesh,5135,411,3989,,,,9492,1598,993,,https://twitter.com/JansamparkMP/status/1248269831876382720?s=20,,8.00%,0.06244527678,62.44527678,,,
10/04/2020,Madhya Pradesh,7049,451,4840,,,,9492,1598,993,,https://twitter.com/JansamparkMP/status/1248611777526394885?s=19,,6.40%,0.08572088725,85.72088725,,,
11/04/2020,Madhya Pradesh,8516,529,5790,,,,9492,1598,993,,https://twitter.com/JansamparkMP/status/1249002767026274304?s=19,,6.21%,0.1035606577,103.5606577,,,
12/04/2020,Madhya Pradesh,10481,562,6875,,,,9492,1598,993,,https://twitter.com/JansamparkMP/status/1249287199687716864?s=19,,5.36%,0.1274564646,127.4564646,,,
13/04/2020,Madhya Pradesh,10481,614,6875,,,,16868,716,622,548464,https://www.google.com/url?q=https://twitter.com/JansamparkMP/status/1249707440288878592?s%3D19&sa=D&ust=1586894104440000&usg=AFQjCNESb6V_VO9Qoh8zQT0BFeSThzRGJg,,5.86%,0.1274564646,127.4564646,,,
14/04/2020,Madhya Pradesh,8105,741,7103,4835,,,20243,783,690,578780,https://twitter.com/JansamparkMP/status/1250071572779601920?s=09,,9.14%,0.09856260337,98.56260337,,,
15/04/2020,Madhya Pradesh,9596,938,8658,4501,,,29355,840,690,607324,https://twitter.com/JansamparkMP/status/1250441930896334852?s=09,,9.77%,0.116694231,116.694231,,,
16/04/2020,Madhya Pradesh,13492,1164,12326,4158,,,,,,637288,https://twitter.com/JansamparkMP/status/1250813847650177024,,8.63%,0.1640723806,164.0723806,,,
17/04/2020,Madhya Pradesh,15302,1310,13992,4996,,,,,,668994,https://twitter.com/JansamparkMP/status/1251155692213334018,,8.56%,0.1860832766,186.0832766,,,
18/04/2020,Madhya Pradesh,14978,1402,13576,7251,,,,,,698326,https://twitter.com/JansamparkMP/status/1251528687935057920/photo/1,,9.36%,0.1821432046,182.1432046,,,
19/04/2020,Madhya Pradesh,17835,1407,16428,7054,,,20243,783,690,726490,https://twitter.com/JansamparkMP/status/1251866633360093184/photo/2,,7.89%,0.2168863703,216.8863703,,,
20/04/2020,Madhya Pradesh,19142,1485,17657,8519,,,33514,865,592,752852,https://twitter.com/JansamparkMP/status/1252220621112647683/photo/2,,7.76%,0.2327804261,232.7804261,,,
21/04/2020,Madhya Pradesh,20905,1552,19353,8215,,,,,,781338,https://twitter.com/JansamparkMP/status/1252572205768114178/photo/1,,7.42%,0.2542197685,254.2197685,,,
22/04/2020,Madhya Pradesh,22664,1587,21077,8414,,,,,,808177,https://twitter.com/JansamparkMP/status/1252908046629691392/photo/1,,7.00%,0.2756104679,275.6104679,,,
23/04/2020,Madhya Pradesh,24548,1687,22861,8526,,,,,,836495,https://twitter.com/JansamparkMP/status/1253294536438284288?s=09,,6.87%,0.2985212569,298.5212569,,,
24/04/2020,Madhya Pradesh,26233,1846,24387,8843,,,33514,865,592,876840,https://twitter.com/JansamparkMP/status/1253649153525153792?s=19,,7.04%,0.3190120634,319.0120634,,,
25/04/2020,Madhya Pradesh,27866,1945,25921,9021,,,33514,865,592,918227,https://twitter.com/JansamparkMP/status/1254034656330240001,,6.98%,0.3388705127,338.8705127,,,
26/04/2020,Madhya Pradesh,25232,2090,21716,,,,33514,865,592,961106,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-26April2020.pdf,https://t.me/indiacovid/3261?single,8.28%,0.3068391867,306.8391867,,,
27/04/2020,Madhya Pradesh,27009,2165,23500,,,,33514,865,592,991950,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-27April2020.pdf,,,0.3284487791,328.4487791,,,
28/04/2020,Madhya Pradesh,31060,2387,26159,,,,33514,865,592,1024460,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-28April2020.pdf,,,0.3777118397,377.7118397,,,
29/04/2020,Madhya Pradesh,33837,2560,29261,,,,33514,865,592,1056896,https://twitter.com/JansamparkMP/status/1255502748377899009?s=09,,,0.4114821481,411.4821481,,,
30/04/2020,Madhya Pradesh,41712,2625,29816,,,,33514,865,592,1089917,https://twitter.com/JansamparkMP/status/1255859565607952386/photo/1,,,,,,,
01/05/2020,Madhya Pradesh,44116,2715,39353,,,,33514,865,592,1122599,https://twitter.com/JansamparkMP/status/1256249293863882752/photo/1,,,,,,,
02/05/2020,Madhya Pradesh,46578,2788,41460,,,,33514,865,592,1147164,https://twitter.com/JansamparkMP/status/1256593893711372288?s=19,,,,,,,
03/05/2020,Madhya Pradesh,49186,2837,43937,,,,34600,873,612,1172185,https://mobile.twitter.com/JansamparkMP/status/1256969557522120705,,,,,,,
05/04/2020,Maharashtra,16008,,14837,,3122,,,,,,,,0.00%,0.1310487667,131.0487667,122153000,,
06/04/2020,Maharashtra,17563,868,15808,,3498,,,,,,https://www.cnbctv18.com/healthcare/maharashtra-covid-19-tally-mounts-to-868-with-7-fresh-deaths-5634351.htm,,4.94%,0.1437787038,143.7787038,,,
07/04/2020,Maharashtra,20877,1018,19290,569,38703,,,,,,https://arogya.maharashtra.gov.in/pdf/covidepressnote07.pdf,,4.88%,0.1709086146,170.9086146,,,
09/04/2020,Maharashtra,20877,868,19290,715,,,,,,,https://twitter.com/Maha_MEDD/status/1248156898894811136,https://drive.google.com/file/d/1InVpTI2sfv8N24YVOJVlVUMQ5Z-d8ZRq/view,4.16%,0.1709086146,170.9086146,,,
10/04/2020,Maharashtra,30000,1135,28865,,,,,,,,https://twitter.com/Maha_MEDD/status/1248484537216065536,https://drive.google.com/file/d/1EnHn3WjLO2EkLjDRiv7C_B44IY_1HuiX/view,3.78%,0.2455936408,245.5936408,,,
11/04/2020,Maharashtra,31841,1761,30477,,,,,,,,https://twitter.com/Maha_MEDD/status/1248859409419132929?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.53%,0.2606649039,260.6649039,,,
12/04/2020,Maharashtra,35668,1761,34094,,,,,,,,https://twitter.com/Maha_MEDD/status/1249210483812548608?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,4.94%,0.291994466,291.994466,,,
13/04/2020,Maharashtra,39725,1996,37964,,,,,,,,https://twitter.com/Maha_MEDD/status/1249593448820125697,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.02%,0.3252069126,325.2069126,,,
14/04/2020,Maharashtra,41071,2340,39089,,,,,,,,https://twitter.com/Maha_MEDD/status/1249943643357511680?s=19,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.70%,0.3362258807,336.2258807,,,
15/04/2020,Maharashtra,45142,2690,42808,,,,,,,,https://twitter.com/Maha_MEDD/status/1250306461097320448,https://drive.google.com/file/d/1ItKhc3Ch9ueTg3EsMmq0dlQTgPlt-l5a/view,5.96%,0.3695529377,369.5529377,,,
16/04/2020,Maharashtra,50882,2916,48198,,,,,,,,https://twitter.com/Maha_MEDD/status/1250659519840968704,,5.73%,0.4165431876,416.5431876,,,
17/04/2020,Maharashtra,55678,3204,52762,,,,,,,,https://twitter.com/Maha_MEDD/status/1251045031869214720,,5.75%,0.4558054243,455.8054243,,,
18/04/2020,Maharashtra,60166,3323,56964,,,,,,,,https://twitter.com/Maha_MEDD/status/1251399078555947008,,5.52%,0.492546233,492.546233,,,
19/04/2020,Maharashtra,66796,3651,63476,,,,,,,,https://twitter.com/Maha_MEDD/status/1251760884512243714,,5.47%,0.5468224276,546.8224276,,,
20/04/2020,Maharashtra,71321,4204,67673,,,,,,,,https://twitter.com/Maha_MEDD/status/1252114391090130947,,5.89%,0.5838661351,583.8661351,,,
21/04/2020,Maharashtra,75838,4676,71638,,,,,,,,https://twitter.com/Maha_MEDD/status/1252467996393537536,,6.17%,0.6208443509,620.8443509,,,
22/04/2020,Maharashtra,82304,5229,77638,,,,,,,,https://twitter.com/Maha_MEDD/status/1252842842268950530,,6.35%,0.673777967,673.777967,,,
23/04/2020,Maharashtra,89197,5218,83979,,,,,,,,https://twitter.com/Maha_MEDD/status/1253199854890713089,,5.85%,0.7302071992,730.2071992,,,
24/04/2020,Maharashtra,95210,6427,89561,,,,,,,,https://twitter.com/Maha_MEDD/status/1253554384606298114?s=19,,6.75%,0.7794323512,779.4323512,,,
25/04/2020,Maharashtra,100912,6817,94485,,,,,,,,https://twitter.com/Maha_MEDD/status/1253930643949367296,,6.76%,0.8261115159,826.1115159,,,
26/04/2020,Maharashtra,107979,7928,101162,,,,,,,,https://twitter.com/Maha_MEDD/status/1254288768577818625,,7.34%,0.8839651912,883.9651912,,,
27/04/2020,Maharashtra,115147,8068,107519,,,,,,,,https://twitter.com/Maha_MEDD/status/1254647537991991297,,7.01%,0.9426456984,942.6456984,,,
28/04/2020,Maharashtra,120620,8590,112552,,,,,,,,https://twitter.com/Maha_MEDD/status/1255016183411077121,,7.12%,0.987450165,987.450165,,,
29/04/2020,Maharashtra,128726,9318,120136,,,,,,,,https://twitter.com/Maha_MEDD/status/1255371358323773445?s=19,,7.24%,1.053809567,1053.809567,,,
30/04/2020,Maharashtra,135694,9915,126376,,,,,,,,https://twitter.com/Maha_MEDD/status/1255747873758535681?s=19,,,,,,,
01/05/2020,Maharashtra,144159,10498,134244,,,,,,,,https://twitter.com/Maha_MEDD/status/1256099194437132288?s=19,,,,,,,
02/05/2020,Maharashtra,151085,11506,140587,,,,,,,,https://twitter.com/Maha_MEDD/status/1256463584004943872,,,,,,,
03/05/2020,Maharashtra,159754,12296,148248,,,,,,,,https://twitter.com/Maha_MEDD/status/1256823671122915328?s=19,,,,,,,
04/05/2020,Maharashtra,168374,12974,156078,,,,,,,,https://twitter.com/Maha_MEDD/status/1257190659062026242?s=19,,,,,,,
16/02/2020,Meghalaya,552,7,299,246,,,,,,,https://t.me/indiacovid/2463,,1.27%,0.166253743,166.253743,3320226,,
17/04/2020,Meghalaya,617,9,541,,105,,,,,,http://meghalaya.gov.in/megcms/sites/default/files/press_release/CM%20Media%20Brief_0.pdf,,1.46%,0.1858307236,185.8307236,,,
18/04/2020,Meghalaya,738,11,667,60,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.49%,0.2222740259,222.2740259,,,
19/04/2020,Meghalaya,766,11,678,77,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.44%,0.2307071868,230.7071868,,,
20/04/2020,Meghalaya,838,11,714,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.31%,0.2523924576,252.3924576,,,
21/04/2020,Meghalaya,933,12,821,100,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.29%,0.2810049677,281.0049677,,,
22/04/2020,Meghalaya,1046,12,904,130,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.15%,0.3150387956,315.0387956,,,
23/04/2020,Meghalaya,1109,12,1000,97,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.08%,0.3340134075,334.0134075,,,
24/04/2020,Meghalaya,1130,12,1048,70,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.06%,0.3403382782,340.3382782,,,
25/04/2020,Meghalaya,1169,12,1097,60,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,1.03%,0.3520844665,352.0844665,,,
26/04/2020,Meghalaya,,,,,,,,,,,,,,0,0,,,
27/04/2020,Meghalaya,1254,12,1182,60,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,0.96%,0.3776851335,377.6851335,,,
28/04/2020,Meghalaya,1382,12,1202,168,,,,,,,https://twitter.com/ANI/status/1255184343103766532?s=19,,0.87%,0.4162367261,416.2367261,,,
29/04/2020,Meghalaya,1397,12,1288,97,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,,,,,
30/04/2020,Meghalaya,1595,12,1433,49,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,https://t.me/indiacovid/3660?single,,,,,,
01/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,
02/05/2020,Meghalaya,1707,12,1655,40,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,,,,,
03/05/2020,Meghalaya,,,,,,,,,,,,,,,,,,
06/04/2020,Mizoram,58,1,0,0,207,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-642020,,1.72%,0.04745797106,47.45797106,1222134,,
07/04/2020,Mizoram,58,1,0,0,207,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-742020,,1.72%,0.04745797106,47.45797106,,,
08/04/2020,Mizoram,74,1,,0,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-842020,,1.35%,0.06054982514,60.54982514,,,
09/04/2020,Mizoram,84,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-942020,,1.19%,0.06873223394,68.73223394,,,
12/04/2020,Mizoram,87,1,,,,,,,,,https://health.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-date-1142020,,1.15%,0.07118695659,71.18695659,,,
13/04/2020,Mizoram,89,1,,,,,,,,,https://t.me/indiacovid/2218,,1.12%,0.07282343835,72.82343835,,,
14/04/2020,Mizoram,91,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1442020,,1.10%,0.07445992011,74.45992011,,,
15/04/2020,Mizoram,94,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1542020,,1.06%,0.07691464275,76.91464275,,,
16/04/2020,Mizoram,94,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1642020,,1.06%,0.07691464275,76.91464275,,,
18/04/2020,Mizoram,102,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1842020,,0.98%,0.08346056979,83.46056979,,,
19/04/2020,Mizoram,116,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1942020,,0.86%,0.09491594211,94.91594211,,,
20/04/2020,Mizoram,132,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2042020,,0.76%,0.1080077962,108.0077962,,,
21/04/2020,Mizoram,135,1,,,,,,,,,https://t.me/indiacovid/2898?single,,0.74%,0.1104625188,110.4625188,,,
22/04/2020,Mizoram,135,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2242020,,0.74%,0.1104625188,110.4625188,,,
23/04/2020,Mizoram,137,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2342020,,0.73%,0.1120990006,112.0990006,,,
26/04/2020,Mizoram,146,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2642020,,0.68%,0.1194631685,119.4631685,,,
27/04/2020,Mizoram,146,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2742020,,,0.1194631685,119.4631685,,,
28/04/2020,Mizoram,158,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2842020,,,0.1292820591,129.2820591,,,
29/04/2020,Mizoram,179,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2942020,,,0.1464651176,146.4651176,,,
30/04/2020,Mizoram,180,1,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-3042020,,,,,,,
01/05/2020,Mizoram,180,1,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3042020-500pm-152020-500-pm,,,,,,,
02/05/2020,Mizoram,183,1,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-152020-500pm-252020-500-pm,,,,,,,
03/05/2020,Mizoram,183,1,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-252020-500pm-352020-500-pm,,,,,,,
