Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
17/05/2020,Kerala,45027,Samples Sent,601,43200,1226,,671,Hospital,,,,,,,http://dhs.kerala.gov.in/2020/05/17/17-05-2020/,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.33%,113.42,113418,75,35125000
18/05/2020,Kerala,45905,Samples Sent,630,44651,624,,473,Hospital,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.37%,115.63,115630,73,35125000
19/05/2020,Kerala,46958,Samples Sent,642,45527,789,,455,Hospital,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.37%,118.28,118282,73,35125000
20/05/2020,Kerala,48543,Samples Sent,666,46961,916,,533,Hospital,,,,,,,https://dashboard.kerala.gov.in/testing-view-public.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.37%,122.27,122275,73,35125000
21/05/2020,Kerala,49833,Samples Sent,690,48276,867,,527,Hospital,,,,,,,https://dashboard.kerala.gov.in/quarantined-datewise.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.38%,125.52,125524,72,35125000
22/05/2020,Kerala,51310,Samples Sent,732,49535,1043,,609,Hospital,,,,,,,https://dashboard.kerala.gov.in/quarantined-datewise.php,,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.43%,129.24,129244,70,35125000
13/04/2020,Ladakh,618,Samples Collected,17,,,,,,,,,,,,http://newsonair.com/News?title=Ladakh-well-ahead-of-all-states-and-UTs-in-testing-suspects-for-COVID-19&id=385511,,,2.75%,1.56,1557,36,293000
14/04/2020,Ladakh,760,Samples Collected,17,615,69,,,,,,,,,,https://twitter.com/DIPR_Leh/status/1250016972072292353?s=09,,,2.24%,1.91,1914,45,293000
15/04/2020,Ladakh,820,Samples Collected,18,657,86,,154,Facility,,,,,,,https://twitter.com/ladags/status/1250457259299110914?s=19,,,2.20%,2.07,2065,46,293000
16/04/2020,Ladakh,917,Samples Collected,18,695,145,,157,Facility,,,,,,,https://twitter.com/ladags/status/1250757796007567360?s=19,,,1.96%,2.31,2310,51,293000
19/04/2020,Ladakh,991,Samples Collected,18,797,117,,157,Facility,,154,,,,,https://twitter.com/ladags/status/1251890558810812422?s=19,,,1.82%,2.50,2496,55,293000
21/04/2020,Ladakh,1137,Samples Collected,18,896,164,,154,Facility,,137,,,,,https://twitter.com/ladags/status/1252646578688389121?s=09,,,1.58%,2.86,2864,63,293000
29/04/2020,Ladakh,1949,Samples Collected,22,1299,556,,647,Facility,,137,,,,,https://mobile.twitter.com/ladags/status/1255549292908998656?s=19,,,1.13%,4.91,4909,89,293000
30/04/2020,Ladakh,2245,Samples Collected,22,1384,767,,704,Facility,,137,,,,,https://twitter.com/ladags/status/1255848872120684544?s=09,,,0.98%,5.65,5655,102,293000
01/05/2020,Ladakh,2430,Samples Collected,22,1545,791,,704,Facility,,137,,,,,https://twitter.com/ladags/status/1256179569242980354?s=19,,,0.91%,6.12,6121,110,293000
02/05/2020,Ladakh,2434,Samples Collected,23,1618,721,,724,Facility,,137,,,,,https://twitter.com/ladags/status/1256557472254267393,,,0.94%,6.13,6131,106,293000
03/05/2020,Ladakh,2434,Samples Collected,41,1674,647,,714,Facility,,137,,,,,https://mobile.twitter.com/ladags/status/1256820308763238401,,,1.68%,6.13,6131,59,293000
04/05/2020,Ladakh,2639,Samples Collected,41,1879,,,,,,,,,,,https://twitter.com/ladags/status/1257326758518349825?s=19,,,1.55%,6.65,6647,64,293000
09/05/2020,Ladakh,3503,Samples Collected,42,2948,438,,580,Facility,,137,,,,,https://twitter.com/ladags/status/1259176362931367943?s=19,,,1.20%,8.82,8824,83,293000
13/05/2020,Ladakh,3683,Samples Collected,43,3353,211,,337,Facility,,137,,,,,https://mobile.twitter.com/ladags/status/1260600445707288582?s=19,,,1.17%,9.28,9277,86,293000
16/05/2020,Ladakh,4067,Samples Collected,43,3571,371,,458,Facility,,137,,,,,https://twitter.com/ladags/status/1261672874210766850?s=19,,https://t.me/indiacovid/4884?single,1.06%,10.24,10244,95,293000
18/05/2020,Ladakh,4219,Samples Collected,43,3791,303,,454,Facility,,137,,,,,https://twitter.com/ladags/status/1262392950702702595,,,1.02%,10.63,10627,98,293000
19/05/2020,Ladakh,4730,Samples Collected,43,3935,665,,739,Facility,,137,,,,,https://twitter.com/ladags/status/1262796538440540167,,,0.91%,11.91,11914,110,293000
21/05/2020,Ladakh,5291,Samples Collected,44,4081,1079,,655,Facility,,137,,,,,https://twitter.com/ladags/status/1263406197928980480,,,0.83%,13.33,13327,120,293000
22/05/2020,Ladakh,5505,Samples Collected,44,4173,1201,,648,Facility,,137,,,,,https://twitter.com/ladags/status/1263763741599952896,,https://t.me/indiacovid/5317,,,,,
23/05/2020,Ladakh,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Madhya Pradesh,2812,Samples Collected,193,1954,665,,,,,,,,,,https://twitter.com/JansamparkMP/status/1246841187073273857,,,6.86%,7.08,7083,15,82232000
07/04/2020,Madhya Pradesh,3770,Tested,290,3125,355,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1247554866043473920,,,7.69%,9.50,9496,13,82232000
08/04/2020,Madhya Pradesh,4056,Tested,341,3443,272,,,,,,,,,,https://twitter.com/JansamparkMP/status/1247907281703862272/photo/2,,,8.41%,10.22,10217,12,82232000
09/04/2020,Madhya Pradesh,5135,Tested,411,3989,,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1248269831876382720?s=20,,,8.00%,12.93,12935,12,82232000
10/04/2020,Madhya Pradesh,7049,Tested,451,4840,,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1248611777526394885?s=19,,,6.40%,17.76,17756,16,82232000
11/04/2020,Madhya Pradesh,8516,Tested,529,5790,,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1249002767026274304?s=19,,,6.21%,21.45,21451,16,82232000
12/04/2020,Madhya Pradesh,10481,Tested,562,6875,,,,,,9492,1598,993,,,https://twitter.com/JansamparkMP/status/1249287199687716864?s=19,,,5.36%,26.40,26401,19,82232000
13/04/2020,Madhya Pradesh,10481,Tested,614,6875,,,,,,16868,716,622,,548464,https://www.google.com/url?q=https://twitter.com/JansamparkMP/status/1249707440288878592?s%3D19&sa=D&ust=1586894104440000&usg=AFQjCNESb6V_VO9Qoh8zQT0BFeSThzRGJg,,,5.86%,26.40,26401,17,82232000
14/04/2020,Madhya Pradesh,8105,Reports Received,741,7103,4835,,,,,20243,783,690,,578780,https://twitter.com/JansamparkMP/status/1250071572779601920?s=09,,,9.14%,20.42,20416,11,82232000
15/04/2020,Madhya Pradesh,9596,Reports Received,938,8658,4501,,,,,29355,840,690,,607324,https://twitter.com/JansamparkMP/status/1250441930896334852?s=09,,,9.77%,24.17,24171,10,82232000
16/04/2020,Madhya Pradesh,13492,Reports Received,1164,12326,4158,,,,,,,,,637288,https://twitter.com/JansamparkMP/status/1250813847650177024,,,8.63%,33.98,33985,12,82232000
17/04/2020,Madhya Pradesh,15302,Reports Received,1310,13992,4996,,,,,,,,,668994,https://twitter.com/JansamparkMP/status/1251155692213334018,,,8.56%,38.54,38544,12,82232000
18/04/2020,Madhya Pradesh,14978,Reports Received,1402,13576,7251,,,,,,,,,698326,https://twitter.com/JansamparkMP/status/1251528687935057920/photo/1,,,9.36%,37.73,37728,11,82232000
19/04/2020,Madhya Pradesh,17835,Reports Received,1407,16428,7054,,,,,20243,783,690,,726490,https://twitter.com/JansamparkMP/status/1251866633360093184/photo/2,,,7.89%,44.92,44924,13,82232000
20/04/2020,Madhya Pradesh,19142,Reports Received,1485,17657,8519,,,,,33514,865,592,,752852,https://twitter.com/JansamparkMP/status/1252220621112647683/photo/2,,,7.76%,48.22,48217,13,82232000
21/04/2020,Madhya Pradesh,20905,Reports Received,1552,19353,8215,,,,,,,,,781338,https://twitter.com/JansamparkMP/status/1252572205768114178/photo/1,,,7.42%,52.66,52657,13,82232000
22/04/2020,Madhya Pradesh,22664,Reports Received,1587,21077,8414,,,,,,,,,808177,https://twitter.com/JansamparkMP/status/1252908046629691392/photo/1,,,7.00%,57.09,57088,14,82232000
23/04/2020,Madhya Pradesh,24548,Reports Received,1687,22861,8526,,,,,,,,,836495,https://twitter.com/JansamparkMP/status/1253294536438284288?s=09,,,6.87%,61.83,61834,15,82232000
24/04/2020,Madhya Pradesh,26233,Reports Received,1846,24387,8843,,,,,33514,865,592,,876840,https://twitter.com/JansamparkMP/status/1253649153525153792?s=19,,,7.04%,66.08,66078,14,82232000
25/04/2020,Madhya Pradesh,27866,Reports Received,1945,25921,9021,,,,,33514,865,592,,918227,https://twitter.com/JansamparkMP/status/1254034656330240001,,,6.98%,70.19,70191,14,82232000
26/04/2020,Madhya Pradesh,25232,Reports Received,2090,21716,,,,,,33514,865,592,,961106,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-26April2020.pdf,,https://t.me/indiacovid/3261?single,8.28%,63.56,63557,12,82232000
27/04/2020,Madhya Pradesh,27009,Reports Received,2165,23500,,,,,,33514,865,592,,991950,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-27April2020.pdf,,,8.02%,68.03,68033,12,82232000
28/04/2020,Madhya Pradesh,31060,Reports Received,2387,26159,,,,,,33514,865,592,,1024460,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-28April2020.pdf,,,7.69%,78.24,78237,13,82232000
29/04/2020,Madhya Pradesh,33837,Reports Received,2560,29261,,,,,,33514,865,592,,1056896,https://twitter.com/JansamparkMP/status/1255502748377899009?s=09,,,7.57%,85.23,85232,13,82232000
30/04/2020,Madhya Pradesh,41712,Reports Received,2625,29816,,,,,,33514,865,592,,1089917,https://twitter.com/JansamparkMP/status/1255859565607952386/photo/1,,,6.29%,105.07,105068,16,82232000
01/05/2020,Madhya Pradesh,44116,Reports Received,2715,39353,,,,,,33514,865,592,,1122599,https://twitter.com/JansamparkMP/status/1256249293863882752/photo/1,,,6.15%,111.12,111123,16,82232000
02/05/2020,Madhya Pradesh,46578,Reports Received,2788,41460,,,,,,33514,865,592,,1147164,https://twitter.com/JansamparkMP/status/1256593893711372288?s=19,,,5.99%,117.32,117325,17,82232000
03/05/2020,Madhya Pradesh,49186,Reports Received,2837,43937,,,,,,34600,873,612,,1172185,https://mobile.twitter.com/JansamparkMP/status/1256969557522120705,,,5.77%,123.89,123894,17,82232000
04/05/2020,Madhya Pradesh,52095,Reports Received,2942,46634,,,,,,34600,873,558,,,https://twitter.com/JansamparkMP/status/1257349630339289089?s=19,,,5.65%,131.22,131222,18,82232000
05/05/2020,Madhya Pradesh,54595,Reports Received,3049,48931,,,,,,35840,873,558,,,https://twitter.com/JansamparkMP/status/1257679603717603329/photo/1,,,5.58%,137.52,137519,18,82232000
06/05/2020,Madhya Pradesh,54595,Reports Received,3138,51479,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258045895779725312,,,5.75%,137.52,137519,17,82232000
07/05/2020,Madhya Pradesh,61020,Reports Received,3252,55002,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258404394644766723?s=19,,,5.33%,153.70,153703,19,82232000
08/05/2020,Madhya Pradesh,63705,Reports Received,3341,57528,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1258773188110098432?s=19,,,5.24%,160.47,160466,19,82232000
09/05/2020,Madhya Pradesh,68010,Reports Received,3457,61629,,,,,,,,,,,https://twitter.com/healthminmp/status/1259128463933538305?s=19,,,5.08%,171.31,171310,20,82232000
10/05/2020,Madhya Pradesh,72069,Reports Received,3614,65436,,,,,,,,,,,https://twitter.com/healthminmp/status/1259492747590934529?s=19,,,5.01%,181.53,181534,20,82232000
11/05/2020,Madhya Pradesh,76039,Reports Received,3785,69187,,,,,,,,,,,https://twitter.com/healthminmp/status/1259847116282892289/photo/2,,,4.98%,191.53,191534,20,82232000
12/05/2020,Madhya Pradesh,80885,Reports Received,3986,73761,,,,,,,,,,,https://twitter.com/healthminmp/status/1260204355032096770,,,4.93%,203.74,203741,20,82232000
13/05/2020,Madhya Pradesh,85903,Reports Received,4173,77738,,,,,,,,,,,https://twitter.com/healthminmp/status/1260561896341745664,,,4.86%,216.38,216380,21,82232000
14/05/2020,Madhya Pradesh,89760,Reports Received,4426,82028,,,,,,,,,,,https://twitter.com/healthminmp/status/1260944708928442369?s=19,,,4.93%,226.10,226096,20,82232000
15/05/2020,Madhya Pradesh,93849,Reports Received,4595,85879,,,,,,,,,,,https://twitter.com/healthminmp/status/1261288369738469376?s=09,,https://t.me/indiacovid/4804?single,4.90%,236.40,236395,20,82232000
16/05/2020,Madhya Pradesh,99677,Reports Received,4790,91393,,,,,,,,,,,https://twitter.com/healthminmp/status/1261670035577323520?s=19,,https://t.me/indiacovid/4883?single,4.81%,251.08,251076,21,82232000
17/05/2020,Madhya Pradesh,103898,Reports Received,4977,95355,,,,,,,,,,,https://twitter.com/healthminmp/status/1262035609348120577,,,4.79%,261.71,261708,21,82232000
18/05/2020,Madhya Pradesh,112168,Reports Received,5236,100469,,,,,,,,,,,https://twitter.com/healthminmp/status/1262379250788765696,,,4.67%,282.54,282539,21,82232000
19/05/2020,Madhya Pradesh,116473,Reports Received,5465,104348,,,,,,,,,,,https://twitter.com/healthminmp/status/1262740820844621824,,https://t.me/indiacovid/5115?single,4.69%,293.38,293383,21,82232000
20/05/2020,Madhya Pradesh,120737,Reports Received,5735,108744,,,,,,,,,,,https://twitter.com/healthminmp/status/1263119544861765632?s=19,,https://t.me/indiacovid/5207?single,4.75%,304.12,304123,21,82232000
21/05/2020,Madhya Pradesh,125608,Reports Received,5981,112947,,,,,,,,,,,https://twitter.com/JansamparkMP/status/1263482833420668928,,,4.76%,316.39,316393,21,82232000
05/04/2020,Maharashtra,16008,Tested,,14837,,,,,,,,,,,,,,0.00%,40.32,40322,,122153000
06/04/2020,Maharashtra,17563,Tested,868,15808,,,,,,,,,,,https://www.cnbctv18.com/healthcare/maharashtra-covid-19-tally-mounts-to-868-with-7-fresh-deaths-5634351.htm,,,4.94%,44.24,44239,20,122153000
07/04/2020,Maharashtra,20877,Tested,1018,19290,569,,,,,,,,,,https://arogya.maharashtra.gov.in/pdf/covidepressnote07.pdf,,,4.88%,52.59,52587,21,122153000
09/04/2020,Maharashtra,20877,Tested,868,19290,715,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248156898894811136,,https://drive.google.com/file/d/1InVpTI2sfv8N24YVOJVlVUMQ5Z-d8ZRq/view,4.16%,52.59,52587,24,122153000
10/04/2020,Maharashtra,30000,Tested,1135,28865,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248484537216065536,,https://drive.google.com/file/d/1EnHn3WjLO2EkLjDRiv7C_B44IY_1HuiX/view,3.78%,75.57,75567,26,122153000
11/04/2020,Maharashtra,31841,Tested,1761,30477,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1248859409419132929?s=19,,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.53%,80.20,80204,18,122153000
12/04/2020,Maharashtra,35668,Tested,1761,34094,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249210483812548608?s=19,,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,4.94%,89.84,89844,20,122153000
13/04/2020,Maharashtra,39725,Tested,1996,37964,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249593448820125697,,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.02%,100.06,100063,20,122153000
14/04/2020,Maharashtra,41071,Tested,2340,39089,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1249943643357511680?s=19,,https://phdmah.maps.arcgis.com/apps/opsdashboard/index.html#/2cc0055832264c5296890745e9ea415c,5.70%,103.45,103453,18,122153000
15/04/2020,Maharashtra,45142,Tested,2690,42808,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1250306461097320448,,https://drive.google.com/file/d/1ItKhc3Ch9ueTg3EsMmq0dlQTgPlt-l5a/view,5.96%,113.71,113708,17,122153000
16/04/2020,Maharashtra,50882,Tested,2916,48198,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1250659519840968704,,,5.73%,128.17,128166,17,122153000
17/04/2020,Maharashtra,55678,Tested,3204,52762,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251045031869214720,,,5.75%,140.25,140247,17,122153000
18/04/2020,Maharashtra,60166,Tested,3323,56964,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251399078555947008,,,5.52%,151.55,151552,18,122153000
19/04/2020,Maharashtra,66796,Tested,3651,63476,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1251760884512243714,,,5.47%,168.25,168252,18,122153000
20/04/2020,Maharashtra,71321,Tested,4204,67673,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252114391090130947,,,5.89%,179.65,179650,17,122153000
21/04/2020,Maharashtra,75838,Tested,4676,71638,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252467996393537536,,,6.17%,191.03,191028,16,122153000
22/04/2020,Maharashtra,82304,Tested,5229,77638,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1252842842268950530,,,6.35%,207.31,207315,16,122153000
23/04/2020,Maharashtra,89197,Tested,5218,83979,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253199854890713089,,,5.85%,224.68,224678,17,122153000
24/04/2020,Maharashtra,95210,Tested,6427,89561,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253554384606298114?s=19,,,6.75%,239.82,239824,15,122153000
25/04/2020,Maharashtra,100912,Tested,6817,94485,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1253930643949367296,,,6.76%,254.19,254186,15,122153000
26/04/2020,Maharashtra,107979,Tested,7928,101162,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1254288768577818625,,,7.34%,271.99,271987,14,122153000
27/04/2020,Maharashtra,115147,Tested,8068,107519,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1254647537991991297,,,7.01%,290.04,290043,14,122153000
28/04/2020,Maharashtra,120620,Tested,8590,112552,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255016183411077121,,,7.12%,303.83,303829,14,122153000
29/04/2020,Maharashtra,128726,Tested,9318,120136,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255371358323773445?s=19,,,7.24%,324.25,324247,14,122153000
30/04/2020,Maharashtra,135694,Tested,9915,126376,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1255747873758535681?s=19,,,7.31%,341.80,341798,14,122153000
01/05/2020,Maharashtra,144159,Tested,10498,134244,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256099194437132288?s=19,,,7.28%,363.12,363121,14,122153000
02/05/2020,Maharashtra,151085,Tested,11506,140587,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256463584004943872,,,7.62%,380.57,380567,13,122153000
03/05/2020,Maharashtra,159754,Tested,12296,148248,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1256823671122915328?s=19,,,7.70%,402.40,402403,13,122153000
04/05/2020,Maharashtra,168374,Tested,12974,156078,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257190659062026242?s=19,,,7.71%,424.12,424116,13,122153000
05/05/2020,Maharashtra,175323,Tested,14541,162349,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257621289625194496?s=19,,,8.29%,441.62,441620,12,122153000
06/05/2020,Maharashtra,181746,Tested,15525,167205,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1257913159588777985?s=19,,,8.54%,457.80,457798,12,122153000
07/05/2020,Maharashtra,189220,Tested,16758,173838,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1258283089316339712?s=19,,,8.86%,476.62,476625,11,122153000
08/05/2020,Maharashtra,200477,Tested,17974,183862,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1258632735834300416?s=19,,,8.97%,504.98,504980,11,122153000
09/05/2020,Maharashtra,210174,Tested,19063,192197,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1259002292256116736?s=19,,,9.07%,529.41,529406,11,122153000
10/05/2020,Maharashtra,225524,Tested,20228,206481,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1259365348148572161?s=19,,,8.97%,568.07,568071,11,122153000
11/05/2020,Maharashtra,218914,Tested,23401,193457,,,,,,,,,,,https://arogya.maharashtra.gov.in/pdf/ncovidepressnotemay11.pdf,,,10.69%,551.42,551421,9,122153000
12/05/2020,Maharashtra,222284,Tested,23401,196165,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1260090967601770498?s=19,,,10.53%,559.91,559909,9,122153000
13/05/2020,Maharashtra,231061,Tested,24427,203536,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1260445266064420864,,,10.57%,582.02,582018,9,122153000
14/05/2020,Maharashtra,240482,Tested,25922,211082,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1260804289620049925?s=19,,,10.78%,605.75,605748,9,122153000
15/05/2020,Maharashtra,250898,Tested,27524,219635,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1261173248508588032?s=19,,,10.97%,631.98,631985,9,122153000
16/05/2020,Maharashtra,261815,Tested,29100,228956,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1261532759995998208?s=19,,,11.11%,659.48,659484,9,122153000
17/05/2020,Maharashtra,274040,Tested,30706,238476,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1261891603557265414?s=19,,,11.20%,690.28,690277,9,122153000
18/05/2020,Maharashtra,282437,Tested,33053,245512,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1262257004657008640?s=19,,,11.70%,711.43,711428,9,122153000
19/05/2020,Maharashtra,294272,Tested,35058,255065,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1262627822834552833?s=19,,,11.91%,741.24,741239,8,122153000
20/05/2020,Maharashtra,307535,Tested,37136,265872,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1262980258887843840?s=19,,,12.08%,774.65,774647,8,122153000
21/05/2020,Maharashtra,319921,Tested,39297,276369,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1263345679897776130?s=19,,,12.28%,805.85,805846,8,122153000
22/05/2020,Maharashtra,333087,Tested,41642,286157,,,,,,,,,,,https://twitter.com/Maha_MEDD/status/1263704677679390721?s=19,,,,,,,
14/04/2020,Manipur,276,Reports Received,2,,,321,109,Government,212,,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/03/PHOTO-2020-04-14-21-19-48.jpg,,,0.72%,0.70,695,138,3103000
17/04/2020,Manipur,311,Reports Received,2,,,359,126,Government,233,,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/03/170420_status.jpg,,,0.64%,0.78,783,156,3103000
24/04/2020,Manipur,402,Reports Received,2,,,391,80,Government,311,,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_240420.jpg,,,0.50%,1.01,1013,201,3103000
25/04/2020,Manipur,416,Reports Received,2,,,397,84,Government,313,,,,,,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_250420.jpg,,,0.48%,1.05,1048,208,3103000
30/04/2020,Manipur,459,Reports Received,2,,,439,84,Government,355,,,,,7586,http://nrhmmanipur.org/wp-content/uploads/2020/05/staus_300420.jpg,,,0.44%,1.16,1156,230,3103000
01/05/2020,Manipur,461,Reports Received,2,,,443,77,Government,366,,,,,7779,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_010520.jpg,,,0.43%,1.16,1161,231,3103000
02/05/2020,Manipur,468,Reports Received,2,,,536,164,Government,372,,,,,8012,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_020520.jpg,,,0.43%,1.18,1179,234,3103000
04/05/2020,Manipur,571,Reports Received,2,,,557,90,Government,467,,,,,8575,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_040520.jpg,,,0.35%,1.44,1438,286,3103000
07/05/2020,Manipur,684,Reports Received,2,,,627,107,Government,520,,,,,9346,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_070520.jpg,,,0.29%,1.72,1723,342,3103000
08/05/2020,Manipur,756,Reports Received,2,,,627,107,Government,520,,,,,9625,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_080520.jpg,,,0.26%,1.90,1904,378,3103000
09/05/2020,Manipur,865,Reports Received,2,,,627,107,Government,520,,,,,10051,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_090520.jpg,,,0.23%,2.18,2179,433,3103000
10/05/2020,Manipur,1096,Reports Received,2,,,2018,1134,Government,884,,,,,10393,http://nrhmmanipur.org/wp-content/uploads/2020/03/status_10.jpg,,,0.18%,2.76,2761,548,3103000
11/05/2020,Manipur,1337,Reports Received,2,,,2369,1375,Government,994,,,,,10705,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_110520.jpg,,,0.15%,3.37,3368,669,3103000
13/05/2020,Manipur,1706,Reports Received,2,,,2519,765,Government,1754,,,,,11450,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_130520.jpg,,,0.12%,4.30,4297,853,3103000
14/05/2020,Manipur,,,,,,,,,,,,,,,,,,,,,,3103000
16/02/2020,Meghalaya,552,Tested,7,299,246,,,,,,,,,,https://t.me/indiacovid/2463,,,1.27%,1.39,1390,79,3224000
17/04/2020,Meghalaya,617,Tested,9,541,,,,,,,,,,,http://meghalaya.gov.in/megcms/sites/default/files/press_release/CM%20Media%20Brief_0.pdf,,,1.46%,1.55,1554,69,3224000
18/04/2020,Meghalaya,738,Tested,11,667,60,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.49%,1.86,1859,67,3224000
19/04/2020,Meghalaya,766,Tested,11,678,77,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.44%,1.93,1929,70,3224000
20/04/2020,Meghalaya,838,Tested,11,714,,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.31%,2.11,2111,76,3224000
21/04/2020,Meghalaya,933,Tested,12,821,100,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.29%,2.35,2350,78,3224000
22/04/2020,Meghalaya,1046,Tested,12,904,130,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.15%,2.63,2635,87,3224000
23/04/2020,Meghalaya,1109,Tested,12,1000,97,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.08%,2.79,2793,92,3224000
24/04/2020,Meghalaya,1130,Tested,12,1048,70,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.06%,2.85,2846,94,3224000
25/04/2020,Meghalaya,1169,Tested,12,1097,60,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,1.03%,2.94,2945,97,3224000
27/04/2020,Meghalaya,1254,Tested,12,1182,60,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,0.96%,3.16,3159,105,3224000
28/04/2020,Meghalaya,1382,Tested,12,1202,168,,,,,,,,,,https://twitter.com/ANI/status/1255184343103766532?s=19,,,0.87%,3.48,3481,115,3224000
29/04/2020,Meghalaya,1397,Tested,12,1288,97,,,,,,,,,,http://meghalayaonline.gov.in/covid/login.htm#,,,0.86%,3.52,3519,116,3224000
